"AGER" "RELAT" "familr" "sexer" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "SEGV2S" "ITAVC" "HAVEF" "JNBJD1S" "JNBJD2S" "JNBJD3S" "DEPTS" "PVS" "SEXEQ" "FAMIQ" "PCSPQ" "QUALS" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq1" "jnbjdq2" "jnbjdq3" "itavcq" "CARVP"
"5065168" 66 4 2 1 0 0 0 174 257771 0 0 0 0 1 44630 88 16 7 5500 0 0 0 4 257771 1 227671 2 30100 1 0 0 0 0 0 0 1 0 3 542679 66038 0 0 0 "31" "2" "femme" "D" "700" "E" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R0" "Q2" "O0" "M2" "T2" "D2" "B0" "J0" "J0" "J0" "I2" "oui"
"7549621" 54 7 3 1 0 0 1 16 0 0 0 0 0 1 159222 16 14 38 95378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 1 0 4 23555 0 0 0 0 "64" "1" "femme" "M" "305" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R0" "Q2" "O1" "M1" "T0" "D1" "B1" "J0" "J0" "J0" "I1" "oui"
"153976" 40 195 3 0 0 0 0 29 0 0 0 0 0 1 51724 29 14 8 0 0 1 253915 0 0 0 0 0 0 0 0 0 0 0 0 5 3 1 4 332200 253915 0 0 0 "46" "2" "homme" "M" "307" "B" "K0" "V1" "U0" "X0" "Y0" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q2" "O0" "M2" "T0" "D1" "B0" "J0" "J0" "J0" "I2" "oui"
"562218" 41 222 3 1 0 0 0 49 23993 13 79535 23971 55564 1 -12177 49 14 134 389362 0 0 0 2 23993 1 23854 1 139 0 0 0 0 0 0 69 3 0 6 23993 0 27 30 9 "75" "1" "femme" "M" "625" "D" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R2" "Q0" "O0" "M2" "T1" "D1" "B2" "J2" "J2" "J2" "I1" "oui"
"564164" 25 137 1 1 0 0 2 8 22983 0 0 0 0 1 -5461 8 10 39 135581 0 0 0 2 22983 1 22793 1 190 0 0 0 0 0 0 19 2 0 6 122315 90133 25 31 29 "65" "1" "femme" "C" "840" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A0" "R1" "Q0" "O1" "M0" "T1" "D0" "B1" "J2" "J2" "J2" "I2" "oui"
"584918" 32 165 1 0 0 0 0 24 402219 0 2041 2041 0 1 -7256 24 10 54 56214 0 1 74263 4 402219 2 401875 2 344 0 0 0 0 0 0 26 2 0 4 476482 74263 15 23 28 "75" "2" "homme" "C" "555" "A" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "A0" "R1" "Q0" "O0" "M1" "T2" "D0" "B2" "J2" "J2" "J2" "I2" "oui"
"749896" 51 76 1 1 0 0 0 30 0 0 0 0 0 2 13694 30 14 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 2 0 3 54716 0 0 0 0 "31" "1" "femme" "C" "475" "B" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q2" "O0" "M2" "T0" "D1" "B0" "J0" "J0" "J0" "I1" "oui"
"941523" 44 257 3 1 0 0 0 48 0 0 0 0 0 2 10626 49 10 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 2 0 6 34106 0 28 2 2 "31" "1" "femme" "M" "555" "C" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O0" "M2" "T0" "D0" "B2" "J2" "J1" "J1" "I1" "oui"
"1050432" 51 862 3 1 0 0 3 42 548 14 311773 0 132206 1 504 42 10 67 0 179567 0 0 1 548 0 0 0 0 1 548 0 0 0 0 19 2 0 6 38646 50 26 26 0 "31" "4" "femme" "M" "545" "B" "K0" "V0" "U1" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R2" "Q0" "O2" "M2" "T1" "D0" "B2" "J2" "J2" "J0" "I1" "oui"
"1340063" 52 303 3 1 0 0 2 31 0 2 5595 5595 0 1 3472 31 10 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 2 0 6 26207 9552 9 0 16 "31" "1" "femme" "M" "545" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R2" "Q1" "O1" "M2" "T0" "D0" "B2" "J2" "J0" "J2" "I1" "oui"
"1949917" 24 87 1 1 0 0 4 17 27788 8 49311 567 48744 1 455 2 10 41 0 0 0 0 3 27788 0 0 3 27788 0 0 0 0 0 0 23 2 0 6 27788 0 7 2 5 "31" "1" "femme" "C" "528" "C" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q0" "O2" "M1" "T1" "D0" "B1" "J2" "J1" "J2" "I1" "oui"
"1980113" 53 88 3 1 0 0 0 89 0 2 82975 0 82975 1 44851 89 10 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0 6 55873 0 2 0 6 "33" "1" "femme" "M" "555" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R0" "Q2" "O0" "M2" "T0" "D0" "B1" "J1" "J0" "J2" "I1" "oui"
"2550721" 52 196 3 1 0 0 2 44 121467 0 3037 3037 0 1 22536 44 10 77 0 0 0 0 4 121467 2 86733 2 34734 0 0 0 0 0 0 28 3 0 4 737828 616361 3 3 0 "31" "1" "femme" "M" "345" "A" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "A2" "R1" "Q2" "O1" "M2" "T2" "D0" "B2" "J2" "J2" "J0" "I2" "oui"
"2643348" 46 177 3 1 0 0 1 33 18892 0 898 898 0 1 7734 33 10 101 114374 0 1 51845 2 18892 0 0 2 18892 0 0 0 0 0 0 40 4 1 6 70737 51845 0 0 0 "31" "1" "femme" "M" "425" "A" "K0" "V1" "U2" "X0" "Y2" "R1" "N1" "E0" "G1" "F1" "L0" "H1" "A1" "R1" "Q1" "O1" "M2" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "oui"
"5047362" 64 12 2 0 0 0 0 13 95365 0 0 0 0 1 8210 13 10 42 0 0 0 0 3 95365 0 0 3 95365 0 0 0 0 0 0 16 1 0 6 159394 62803 3 2 0 "31" "2" "homme" "D" "700" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R0" "Q1" "O0" "M1" "T2" "D0" "B1" "J2" "J1" "J0" "I2" "oui"
"5065847" 42 5 3 0 0 0 0 20 0 23 107678 107678 0 1 6906 20 10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 0 0 1 0 10 "31" "3" "homme" "M" "405" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R0" "Q1" "O0" "M1" "T0" "D0" "B0" "J1" "J0" "J2" "I0" "oui"
"5074054" 36 2 3 1 0 0 0 1 1100 0 0 0 0 1 1202 1 48 0 0 0 0 0 1 1100 0 0 1 1100 0 0 0 0 0 0 0 1 0 1 2913 0 0 0 0 "31" "3" "femme" "M" "308" "E" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T1" "D2" "B0" "J0" "J0" "J0" "I0" "oui"
"5074279" 51 2 5 1 0 0 2 1 0 0 0 0 0 1 1700 1 10 3 84000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 3108 0 0 0 0 "81" "1" "femme" "U" "305" "E" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R0" "Q0" "O1" "M0" "T0" "D0" "B0" "J0" "J0" "J0" "I0" "oui"
"5075425" 52 1 3 1 0 0 0 0 0 0 780 780 0 1 -390 0 17 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 6 "31" "2" "femme" "M" "308" "E" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H0" "A2" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J2" "I0" "oui"
"7508550" 54 141 3 1 0 0 1 46 87724 2 80408 0 80408 1 11797 45 10 84 58706 0 0 0 4 87724 2 5124 2 82600 0 0 0 0 0 0 26 2 0 6 115048 0 0 0 0 "31" "1" "femme" "M" "525" "B" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R1" "Q2" "O1" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "oui"
"7551721" 58 5 3 0 0 0 1 3 28523 0 0 0 0 1 526 3 10 8 130810 0 0 0 2 28523 0 0 2 28523 0 0 0 0 0 0 0 1 0 1 38677 0 0 0 0 "31" "2" "homme" "M" "800" "D" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R0" "Q0" "O1" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I1" "oui"
"154656" 41 189 3 1 0 0 1 82 17188 99 325515 0 325515 1 23836 82 11 46 34594 0 2 1886424 1 17188 1 17188 0 0 0 0 0 0 0 0 0 2 1 4 1945469 1886424 6 9 7 "31" "1" "femme" "M" "435" "A" "K0" "V1" "U1" "X1" "Y0" "R0" "N1" "E1" "G1" "F1" "L0" "H1" "A1" "R1" "Q2" "O1" "M2" "T1" "D0" "B2" "J2" "J2" "J2" "I2" "oui"
"161604" 52 134 3 1 0 0 1 25 0 7 106801 27602 79199 2 -8571 25 11 30 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 2 0 6 47519 1500 32 30 31 "31" "1" "femme" "M" "800" "D" "K1" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R1" "Q0" "O1" "M2" "T0" "D0" "B1" "J2" "J2" "J2" "I1" "oui"
"241353" 36 275 2 0 0 0 0 14 2612 24 51401 12755 38646 1 7954 13 11 41 0 0 0 0 2 2612 1 2190 1 422 0 0 0 0 0 0 17 3 0 6 10489 0 0 0 0 "94" "1" "homme" "D" "528" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R2" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "J0" "J0" "I0" "oui"
"245138" 59 217 3 0 0 0 16 75 0 3 49857 0 49857 1 21115 75 11 31 143909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 32699 500 0 0 8 "32" "1" "homme" "M" "438" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T0" "D0" "B1" "J0" "J0" "J2" "I1" "oui"
"249585" 54 149 3 0 0 0 2 28 93080 0 0 0 0 2 3678 24 11 50 0 0 0 0 1 93080 0 0 1 93080 0 0 0 0 0 0 28 2 0 6 105223 0 0 0 2 "32" "1" "homme" "M" "348" "B" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q1" "O1" "M2" "T2" "D0" "B2" "J0" "J0" "J1" "I2" "oui"
"560170" 53 285 3 1 0 0 3 61 345506 0 0 0 0 1 27376 61 11 50 0 0 0 0 3 345506 2 315825 1 29681 0 0 0 0 0 0 23 1 0 6 355100 750 2 0 0 "65" "1" "femme" "M" "465" "A" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "J1" "J0" "J0" "I2" "oui"
"640364" 82 777 3 1 0 0 0 31 77022 0 5718 5718 0 1 12737 31 11 34 0 0 0 0 1 77022 0 0 1 77022 0 0 0 0 0 0 4 2 0 6 88622 11600 0 0 15 "65" "1" "femme" "M" "0" "A" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "A2" "R2" "Q2" "O0" "M2" "T2" "D0" "B1" "J0" "J0" "J2" "I2" "oui"
"643916" 44 177 3 1 0 0 1 17 14038 19 1078217 780 20897 1 4483 17 16 18 0 1056540 0 0 2 14038 1 11359 0 0 1 2679 0 0 0 0 0 1 0 5 50673 500 0 0 0 "65" "1" "femme" "M" "302" "B" "K0" "V0" "U2" "X1" "Y0" "R0" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R1" "Q1" "O1" "M1" "T1" "D2" "B0" "J0" "J0" "J0" "I1" "oui"
"855407" 26 119 1 1 0 0 2 58 45603 0 0 0 0 1 45369 58 15 17 0 0 0 0 1 45603 1 45603 0 0 0 0 0 0 0 0 10 2 0 4 53583 0 0 0 0 "31" "3" "femme" "C" "840" "B" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O1" "M2" "T2" "D2" "B0" "J0" "J0" "J0" "I1" "oui"
"944782" 56 158 3 0 0 0 4 15 18364 17 23660 23660 0 1 13992 14 15 35 0 0 0 0 1 18364 1 18364 0 0 0 0 0 0 0 0 14 2 0 4 27040 0 0 0 0 "31" "1" "homme" "M" "465" "D" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R1" "Q2" "O2" "M1" "T1" "D2" "B1" "J0" "J0" "J0" "I1" "oui"
"1167980" 61 65 3 1 0 0 3 15 174394 32 93110 14537 78573 1 1133 15 11 26 0 0 1 9697 3 174394 2 174148 1 246 0 0 0 0 0 0 0 1 0 4 184091 9697 24 1 23 "31" "1" "femme" "M" "555" "D" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R0" "Q0" "O2" "M1" "T2" "D0" "B1" "J2" "J1" "J2" "I2" "oui"
"1244152" 35 206 1 1 0 0 0 20 36222 3 61800 1800 60000 1 -3364 20 11 64 0 0 1 24914 1 36222 0 0 0 0 1 36222 0 0 0 0 38 2 0 6 118571 24914 31 30 27 "31" "1" "femme" "C" "675" "B" "K0" "V1" "U1" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R2" "Q0" "O0" "M1" "T1" "D0" "B2" "J2" "J2" "J2" "I2" "oui"
"1246291" 32 153 3 1 0 0 0 44 0 2 7899 7899 0 1 -1593 36 11 57 0 0 1 950 1 0 0 0 1 0 0 0 0 0 0 0 30 2 0 6 6831 950 31 25 3 "31" "1" "femme" "M" "505" "C" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R1" "Q0" "O0" "M2" "T0" "D0" "B2" "J2" "J2" "J2" "I0" "oui"
"1341730" 56 258 2 0 0 0 2 167 297046 2 535969 273000 25639 1 100138 117 11 29 208179 237330 0 0 2 297046 1 19790 1 277256 0 0 0 0 0 0 0 3 1 4 324706 0 0 0 0 "13" "3" "homme" "D" "428" "B" "K0" "V0" "U2" "X1" "Y1" "R0" "N1" "E1" "G1" "F1" "L1" "H0" "A2" "R2" "Q2" "O1" "M2" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "oui"
"1482451" 50 57 1 0 0 0 0 49 0 0 0 0 0 1 13278 49 11 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 6 24657 0 20 10 5 "32" "2" "homme" "C" "370" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q2" "O0" "M2" "T0" "D0" "B0" "J2" "J2" "J2" "I1" "oui"
"2453082" 65 188 3 0 0 0 2 17 158372 0 0 0 0 1 17650 13 11 32 0 0 0 0 3 158372 1 49417 2 108955 0 0 0 0 0 0 2 1 0 5 266087 95038 0 0 0 "31" "1" "homme" "M" "435" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q2" "O1" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "oui"
"3342290" 48 246 3 1 0 0 1 19 45439 0 0 0 0 1 10438 9 15 21 0 0 0 0 3 45439 1 2141 1 30000 1 13298 0 0 0 0 11 1 0 4 51132 0 0 0 0 "31" "1" "femme" "M" "625" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M1" "T1" "D2" "B0" "J0" "J0" "J0" "I1" "oui"
"5029400" 35 20 1 1 0 0 7 51 20000 0 50000 0 50000 1 12781 49 11 97 0 0 0 0 3 20000 3 20000 0 0 0 0 0 0 0 0 27 3 1 6 26007 0 0 2 4 "31" "1" "femme" "C" "505" "C" "K0" "V0" "U2" "X2" "Y0" "R1" "N1" "E0" "G1" "F0" "L0" "H0" "A0" "R0" "Q2" "O2" "M2" "T1" "D0" "B2" "J0" "J1" "J2" "I1" "oui"
"5048551" 37 13 1 1 0 0 2 265 230217 32 91259 0 91259 2 69789 223 11 60 0 0 0 0 3 230217 1 1e+05 2 130217 0 0 0 0 0 0 3 1 0 4 330629 0 29 30 0 "65" "1" "femme" "C" "505" "B" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q2" "O1" "M2" "T2" "D0" "B2" "J2" "J2" "J0" "I2" "oui"
"5050331" 55 12 3 1 0 0 0 3 12300 0 142701 2701 140000 1 11872 0 11 33 0 0 0 0 3 12300 1 1800 2 10500 0 0 0 0 0 0 3 2 0 1 12300 0 0 0 0 "64" "1" "femme" "M" "305" "C" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A2" "R0" "Q2" "O0" "M0" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "oui"
"5063225" 35 7 3 1 0 0 4 76 0 0 0 0 0 1 93795 76 11 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 190260 0 0 0 0 "31" "1" "femme" "M" "305" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q2" "O2" "M2" "T0" "D0" "B1" "J0" "J0" "J0" "I2" "oui"
"7504530" 46 15 3 1 0 0 1 0 0 0 0 0 0 1 118289 0 17 10 0 0 1 126721 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 170718 126721 0 0 0 "31" "1" "femme" "M" "305" "B" "K0" "V1" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R0" "Q2" "O1" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I2" "oui"
"7568538" 45 28 3 1 0 0 3 11 36765 19 61472 0 61472 1 5183 11 15 16 58900 0 0 0 2 36765 1 6765 1 30000 0 0 0 0 0 0 0 1 0 3 143323 97063 2 8 5 "31" "3" "femme" "M" "305" "A" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "A1" "R0" "Q1" "O2" "M1" "T1" "D2" "B0" "J1" "J2" "J2" "I2" "oui"
"123126" 54 320 1 1 0 0 0 23 208838 0 0 0 0 1 2972 21 15 53 160117 0 0 0 3 208838 1 102725 2 106113 0 0 0 0 0 0 17 2 0 6 213269 0 0 0 2 "31" "1" "femme" "C" "428" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q0" "O0" "M1" "T2" "D2" "B2" "J0" "J0" "J1" "I2" "oui"
"147129" 49 271 3 1 0 0 1 35 14295 2 8116 8116 0 1 6446 35 15 86 140750 0 0 0 2 14295 1 0 1 14295 0 0 0 0 0 0 34 3 0 6 59110 0 17 14 0 "31" "1" "femme" "M" "348" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R2" "Q1" "O1" "M2" "T1" "D2" "B2" "J2" "J2" "J0" "I1" "oui"
"165393" 26 101 1 1 0 0 1 24 368 0 80455 455 80000 2 6343 24 15 55 0 0 0 0 1 368 0 0 1 368 0 0 0 0 0 0 22 2 0 6 825 0 1 2 2 "31" "2" "femme" "C" "305" "B" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A0" "R1" "Q1" "O1" "M1" "T1" "D2" "B2" "J1" "J1" "J1" "I0" "oui"
"177685" 58 849 3 1 0 0 1 61 42575 0 0 0 0 1 19481 61 15 38 0 0 0 0 3 42575 1 28797 2 13778 0 0 0 0 0 0 7 1 0 6 221249 126054 0 0 0 "31" "3" "femme" "M" "465" "B" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q2" "O1" "M2" "T1" "D2" "B1" "J0" "J0" "J0" "I2" "oui"
"450792" 38 194 1 1 0 0 2 15 125977 0 588 588 0 1 5243 15 15 27 0 0 0 0 3 125977 2 125458 1 519 0 0 0 0 0 0 12 1 0 6 125977 0 0 14 7 "82" "4" "femme" "C" "465" "A" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O1" "M1" "T2" "D2" "B1" "J0" "J2" "J2" "I2" "oui"
"645079" 55 141 4 1 0 0 1 22 5500 23 268334 0 12826 1 8021 20 15 40 274980 255508 0 0 1 5500 1 5500 0 0 0 0 0 0 0 0 9 2 0 6 19497 0 0 0 16 "65" "1" "femme" "S" "475" "B" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "A2" "R1" "Q1" "O1" "M1" "T1" "D2" "B1" "J0" "J0" "J2" "I1" "oui"
"942913" 45 210 3 1 0 0 2 20 10176 99 1637956 0 0 2 10923 20 15 11 0 1637956 0 0 3 10176 2 9891 1 285 0 0 0 0 0 0 0 1 0 5 24627 0 0 0 0 "31" "1" "femme" "M" "305" "B" "K1" "V0" "U2" "X2" "Y1" "R0" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q2" "O1" "M1" "T1" "D2" "B0" "J0" "J0" "J0" "I1" "oui"
"1050422" 49 288 3 1 0 0 2 35 166616 0 37438 37438 0 1 -23765 34 15 52 0 0 0 0 3 166616 2 163207 0 0 1 3409 0 0 0 0 21 1 0 4 178899 12283 19 31 30 "31" "4" "femme" "M" "545" "D" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O1" "M2" "T2" "D2" "B2" "J2" "J2" "J2" "I2" "oui"
"1050617" 55 289 1 0 0 0 1 26 35383 0 0 0 0 1 12567 25 15 43 117000 0 0 0 2 35383 1 34053 1 1330 0 0 0 0 0 0 4 2 0 4 64471 200 0 0 0 "31" "1" "homme" "C" "428" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O1" "M2" "T1" "D2" "B1" "J0" "J0" "J0" "I1" "oui"
"1117030" 55 314 3 1 0 0 2 192 68777 0 0 0 0 1 49707 192 15 53 0 0 0 0 2 68777 0 0 2 68777 0 0 0 0 0 0 20 2 0 6 533709 0 0 0 0 "31" "1" "femme" "M" "465" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q2" "O1" "M2" "T2" "D2" "B2" "J0" "J0" "J0" "I2" "oui"
"1142242" 49 259 3 1 0 0 1 102 293990 0 0 0 0 2 27870 102 15 86 0 0 0 0 3 293990 1 10734 2 283256 0 0 0 0 0 0 38 4 0 6 631593 300 0 2 5 "31" "1" "femme" "M" "555" "D" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O1" "M2" "T2" "D2" "B2" "J0" "J1" "J2" "I2" "oui"
"1250651" 51 252 1 1 0 0 2 33 502925 0 0 0 0 1 9849 26 15 62 0 0 1 10650 5 502925 2 277133 2 97562 1 128230 0 0 0 0 19 2 0 5 689770 172361 0 0 0 "31" "2" "femme" "C" "348" "A" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O1" "M2" "T2" "D2" "B2" "J0" "J0" "J0" "I2" "oui"
"1642888" 39 253 1 1 0 -1 0 21 0 0 0 0 0 1 -3535 21 16 36 325480 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1 0 7 9127 0 24 24 25 "75" "3" "femme" "C" "840" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R2" "Q0" "O0" "M1" "T0" "D2" "B1" "J2" "J2" "J2" "I0" "oui"
"2246945" 38 133 3 1 0 0 2 23 1900 4 44499 0 44499 1 -4294 22 15 78 0 0 0 0 2 1900 1 1800 1 100 0 0 0 0 0 0 41 2 0 7 5616 0 28 29 25 "31" "1" "femme" "M" "475" "D" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O1" "M1" "T1" "D2" "B2" "J2" "J2" "J2" "I0" "oui"
"3142241" 56 243 3 1 0 0 1 41 145180 0 0 0 0 1 6865 41 15 48 0 0 2 207082 5 145180 3 107217 2 37963 0 0 0 0 0 0 8 1 0 5 364607 212591 0 1 0 "31" "3" "femme" "M" "385" "A" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O1" "M2" "T2" "D2" "B2" "J0" "J1" "J0" "I2" "oui"
"3243104" 32 198 2 0 0 0 1 14 0 0 0 0 0 1 -672 14 16 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 5613 0 20 7 15 "31" "1" "homme" "D" "555" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O1" "M1" "T0" "D2" "B0" "J2" "J2" "J2" "I0" "oui"
"3251390" 40 199 1 1 0 0 1 22 694853 3 38124 0 38124 1 21615 19 15 12 0 0 2 465640 9 694853 2 276106 1 32083 6 386664 0 0 0 0 0 1 0 5 1590118 843364 0 0 0 "31" "2" "femme" "C" "475" "A" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R1" "Q2" "O1" "M1" "T2" "D2" "B0" "J0" "J0" "J0" "I2" "oui"
